Year,GEO,DGUID,Gender (3a),Economic family characteristics of persons (13),Statistics (6C),Age (8),Individual MBM poverty status (7),UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,STATUS,SYMBOL,TERMINATED,DECIMALS,Value
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Average poverty gap ratio (%),,0,units,0,,2350.2.1.4.4.7,,,,1,28.9
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Total - Individual MBM poverty status,,0,units,0,,2350.2.1.4.5.1,,,,0,5985.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty status - not applicable,,0,units,0,,2350.2.1.4.5.2,,,,0,60.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty status - applicable,,0,units,0,,2350.2.1.4.5.3,,,,0,5925.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,In poverty,,0,units,0,,2350.2.1.4.5.4,,,,0,1600.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Not in poverty,,0,units,0,,2350.2.1.4.5.5,,,,0,4325.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty rate (%),,0,units,0,,2350.2.1.4.5.6,,,,1,27.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Average poverty gap ratio (%),,0,units,0,,2350.2.1.4.5.7,,,,1,47.7
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Total - Individual MBM poverty status,,0,units,0,,2350.2.1.4.6.1,,,,0,23365.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty status - not applicable,,0,units,0,,2350.2.1.4.6.2,,,,0,225.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty status - applicable,,0,units,0,,2350.2.1.4.6.3,,,,0,23140.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,In poverty,,0,units,0,,2350.2.1.4.6.4,,,,0,3490.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Not in poverty,,0,units,0,,2350.2.1.4.6.5,,,,0,19650.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty rate (%),,0,units,0,,2350.2.1.4.6.6,,,,1,15.1
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Average poverty gap ratio (%),,0,units,0,,2350.2.1.4.6.7,,,,1,36.9
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2350.2.1.4.7.1,,,,0,10465.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty status - not applicable,,0,units,0,,2350.2.1.4.7.2,,,,0,120.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty status - applicable,,0,units,0,,2350.2.1.4.7.3,,,,0,10345.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,In poverty,,0,units,0,,2350.2.1.4.7.4,,,,0,1480.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Not in poverty,,0,units,0,,2350.2.1.4.7.5,,,,0,8870.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty rate (%),,0,units,0,,2350.2.1.4.7.6,,,,1,14.3
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Average poverty gap ratio (%),,0,units,0,,2350.2.1.4.7.7,,,,1,36.5
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Total - Individual MBM poverty status,,0,units,0,,2350.2.1.4.8.1,,,,0,13630.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty status - not applicable,,0,units,0,,2350.2.1.4.8.2,,,,0,130.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty status - applicable,,0,units,0,,2350.2.1.4.8.3,,,,0,13505.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,In poverty,,0,units,0,,2350.2.1.4.8.4,,,,0,685.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Not in poverty,,0,units,0,,2350.2.1.4.8.5,,,,0,12820.0
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty rate (%),,0,units,0,,2350.2.1.4.8.6,,,,1,5.1
2021,Peterborough,2021A00033515,Men+,Total - Persons by selected economic family characteristics,2015,65 years and over,Average poverty gap ratio (%),,0,units,0,,2350.2.1.4.8.7,,,,1,21.9
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.1.1.1,,,,0,74355.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty status - not applicable,,0,units,0,,2350.3.1.1.1.2,,,,0,815.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty status - applicable,,0,units,0,,2350.3.1.1.1.3,,,,0,73535.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,In poverty,,0,units,0,,2350.3.1.1.1.4,,,,0,5305.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Not in poverty,,0,units,0,,2350.3.1.1.1.5,,,,0,68230.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty rate (%),,0,units,0,,2350.3.1.1.1.6,,,,1,7.2
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,Total - Age,Average poverty gap ratio (%),,0,units,0,,2350.3.1.1.1.7,,,,1,30.9
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.1.2.1,,,,0,12345.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty status - not applicable,,0,units,0,,2350.3.1.1.2.2,,,,0,135.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty status - applicable,,0,units,0,,2350.3.1.1.2.3,,,,0,12210.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,In poverty,,0,units,0,,2350.3.1.1.2.4,,,,0,840.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Not in poverty,,0,units,0,,2350.3.1.1.2.5,,,,0,11375.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty rate (%),,0,units,0,,2350.3.1.1.2.6,,,,1,6.9
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.1.2.7,,,,1,28.4
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.1.3.1,,,,0,3765.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty status - not applicable,,0,units,0,,2350.3.1.1.3.2,,,,0,40.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty status - applicable,,0,units,0,,2350.3.1.1.3.3,,,,0,3725.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,In poverty,,0,units,0,,2350.3.1.1.3.4,,,,0,255.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Not in poverty,,0,units,0,,2350.3.1.1.3.5,,,,0,3475.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty rate (%),,0,units,0,,2350.3.1.1.3.6,,,,1,6.8
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.1.3.7,,,,1,20.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.1.4.1,,,,0,8580.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty status - not applicable,,0,units,0,,2350.3.1.1.4.2,,,,0,95.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty status - applicable,,0,units,0,,2350.3.1.1.4.3,,,,0,8485.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,In poverty,,0,units,0,,2350.3.1.1.4.4,,,,0,585.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Not in poverty,,0,units,0,,2350.3.1.1.4.5,,,,0,7900.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Poverty rate (%),,0,units,0,,2350.3.1.1.4.6,,,,1,6.9
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,6 to 17 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.1.4.7,,,,1,32.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.1.5.1,,,,0,5770.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Poverty status - not applicable,,0,units,0,,2350.3.1.1.5.2,,,,0,55.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Poverty status - applicable,,0,units,0,,2350.3.1.1.5.3,,,,0,5710.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,In poverty,,0,units,0,,2350.3.1.1.5.4,,,,0,1115.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Not in poverty,,0,units,0,,2350.3.1.1.5.5,,,,0,4605.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Poverty rate (%),,0,units,0,,2350.3.1.1.5.6,,,,1,19.5
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,18 to 24 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.1.5.7,,,,1,39.2
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.1.6.1,,,,0,25480.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Poverty status - not applicable,,0,units,0,,2350.3.1.1.6.2,,,,0,270.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Poverty status - applicable,,0,units,0,,2350.3.1.1.6.3,,,,0,25210.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,In poverty,,0,units,0,,2350.3.1.1.6.4,,,,0,1725.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Not in poverty,,0,units,0,,2350.3.1.1.6.5,,,,0,23485.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Poverty rate (%),,0,units,0,,2350.3.1.1.6.6,,,,1,6.8
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,25 to 54 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.1.6.7,,,,1,29.4
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.1.7.1,,,,0,12135.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty status - not applicable,,0,units,0,,2350.3.1.1.7.2,,,,0,160.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty status - applicable,,0,units,0,,2350.3.1.1.7.3,,,,0,11970.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,In poverty,,0,units,0,,2350.3.1.1.7.4,,,,0,1075.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Not in poverty,,0,units,0,,2350.3.1.1.7.5,,,,0,10895.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Poverty rate (%),,0,units,0,,2350.3.1.1.7.6,,,,1,9.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,55 to 64 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.1.7.7,,,,1,31.7
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,65 years and over,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.1.8.1,,,,0,18625.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty status - not applicable,,0,units,0,,2350.3.1.1.8.2,,,,0,200.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty status - applicable,,0,units,0,,2350.3.1.1.8.3,,,,0,18435.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,65 years and over,In poverty,,0,units,0,,2350.3.1.1.8.4,,,,0,560.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,65 years and over,Not in poverty,,0,units,0,,2350.3.1.1.8.5,,,,0,17875.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,65 years and over,Poverty rate (%),,0,units,0,,2350.3.1.1.8.6,,,,1,3.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2020,65 years and over,Average poverty gap ratio (%),,0,units,0,,2350.3.1.1.8.7,,,,1,21.5
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,Total - Age,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.4.1.1,,,,0,69470.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty status - not applicable,,0,units,0,,2350.3.1.4.1.2,,,,0,760.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty status - applicable,,0,units,0,,2350.3.1.4.1.3,,,,0,68710.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,Total - Age,In poverty,,0,units,0,,2350.3.1.4.1.4,,,,0,10150.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,Total - Age,Not in poverty,,0,units,0,,2350.3.1.4.1.5,,,,0,58560.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,Total - Age,Poverty rate (%),,0,units,0,,2350.3.1.4.1.6,,,,1,14.8
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,Total - Age,Average poverty gap ratio (%),,0,units,0,,2350.3.1.4.1.7,,,,1,30.8
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.4.2.1,,,,0,11800.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty status - not applicable,,0,units,0,,2350.3.1.4.2.2,,,,0,135.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty status - applicable,,0,units,0,,2350.3.1.4.2.3,,,,0,11660.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,In poverty,,0,units,0,,2350.3.1.4.2.4,,,,0,2175.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Not in poverty,,0,units,0,,2350.3.1.4.2.5,,,,0,9490.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Poverty rate (%),,0,units,0,,2350.3.1.4.2.6,,,,1,18.7
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 17 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.4.2.7,,,,1,27.3
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.4.3.1,,,,0,3865.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty status - not applicable,,0,units,0,,2350.3.1.4.3.2,,,,0,40.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty status - applicable,,0,units,0,,2350.3.1.4.3.3,,,,0,3825.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,In poverty,,0,units,0,,2350.3.1.4.3.4,,,,0,770.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Not in poverty,,0,units,0,,2350.3.1.4.3.5,,,,0,3055.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Poverty rate (%),,0,units,0,,2350.3.1.4.3.6,,,,1,20.1
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,0 to 5 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.4.3.7,,,,1,22.8
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.4.4.1,,,,0,7930.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty status - not applicable,,0,units,0,,2350.3.1.4.4.2,,,,0,95.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty status - applicable,,0,units,0,,2350.3.1.4.4.3,,,,0,7840.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,In poverty,,0,units,0,,2350.3.1.4.4.4,,,,0,1400.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Not in poverty,,0,units,0,,2350.3.1.4.4.5,,,,0,6440.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Poverty rate (%),,0,units,0,,2350.3.1.4.4.6,,,,1,17.9
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,6 to 17 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.4.4.7,,,,1,29.7
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.4.5.1,,,,0,6100.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty status - not applicable,,0,units,0,,2350.3.1.4.5.2,,,,0,70.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty status - applicable,,0,units,0,,2350.3.1.4.5.3,,,,0,6030.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,In poverty,,0,units,0,,2350.3.1.4.5.4,,,,0,1765.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Not in poverty,,0,units,0,,2350.3.1.4.5.5,,,,0,4265.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Poverty rate (%),,0,units,0,,2350.3.1.4.5.6,,,,1,29.3
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,18 to 24 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.4.5.7,,,,1,43.6
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.4.6.1,,,,0,24400.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty status - not applicable,,0,units,0,,2350.3.1.4.6.2,,,,0,295.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty status - applicable,,0,units,0,,2350.3.1.4.6.3,,,,0,24110.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,In poverty,,0,units,0,,2350.3.1.4.6.4,,,,0,3735.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Not in poverty,,0,units,0,,2350.3.1.4.6.5,,,,0,20375.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Poverty rate (%),,0,units,0,,2350.3.1.4.6.6,,,,1,15.5
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,25 to 54 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.4.6.7,,,,1,29.4
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.4.7.1,,,,0,11620.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty status - not applicable,,0,units,0,,2350.3.1.4.7.2,,,,0,130.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty status - applicable,,0,units,0,,2350.3.1.4.7.3,,,,0,11495.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,In poverty,,0,units,0,,2350.3.1.4.7.4,,,,0,1500.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Not in poverty,,0,units,0,,2350.3.1.4.7.5,,,,0,9995.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Poverty rate (%),,0,units,0,,2350.3.1.4.7.6,,,,1,13.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,55 to 64 years,Average poverty gap ratio (%),,0,units,0,,2350.3.1.4.7.7,,,,1,33.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,65 years and over,Total - Individual MBM poverty status,,0,units,0,,2350.3.1.4.8.1,,,,0,15550.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty status - not applicable,,0,units,0,,2350.3.1.4.8.2,,,,0,135.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty status - applicable,,0,units,0,,2350.3.1.4.8.3,,,,0,15415.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,65 years and over,In poverty,,0,units,0,,2350.3.1.4.8.4,,,,0,980.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,65 years and over,Not in poverty,,0,units,0,,2350.3.1.4.8.5,,,,0,14435.0
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,65 years and over,Poverty rate (%),,0,units,0,,2350.3.1.4.8.6,,,,1,6.4
2021,Peterborough,2021A00033515,Women+,Total - Persons by selected economic family characteristics,2015,65 years and over,Average poverty gap ratio (%),,0,units,0,,2350.3.1.4.8.7,,,,1,16.9
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,Total - Age,Total - Individual MBM poverty status,,0,units,0,,2351.1.1.1.1.1,,,,0,4535.0
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty status - applicable,,0,units,0,,2351.1.1.1.1.3,,,,0,4535.0
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,Total - Age,In poverty,,0,units,0,,2351.1.1.1.1.4,,,,0,260.0
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,Total - Age,Not in poverty,,0,units,0,,2351.1.1.1.1.5,,,,0,4275.0
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,Total - Age,Poverty rate (%),,0,units,0,,2351.1.1.1.1.6,,,,1,5.7
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,Total - Age,Average poverty gap ratio (%),,0,units,0,,2351.1.1.1.1.7,,,,1,28.2
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Total - Individual MBM poverty status,,0,units,0,,2351.1.1.1.2.1,,,,0,870.0
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty status - applicable,,0,units,0,,2351.1.1.1.2.3,,,,0,870.0
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,0 to 17 years,In poverty,,0,units,0,,2351.1.1.1.2.4,,,,0,45.0
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Not in poverty,,0,units,0,,2351.1.1.1.2.5,,,,0,825.0
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Poverty rate (%),,0,units,0,,2351.1.1.1.2.6,,,,1,5.2
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,0 to 17 years,Average poverty gap ratio (%),,0,units,0,,2351.1.1.1.2.7,,,,1,25.0
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Total - Individual MBM poverty status,,0,units,0,,2351.1.1.1.3.1,,,,0,280.0
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Poverty status - applicable,,0,units,0,,2351.1.1.1.3.3,,,,0,280.0
2021,Asphodel-Norwood,2021A00053515003,Total - Gender,Total - Persons by selected economic family characteristics,2020,0 to 5 years,Not in poverty,,0,units,0,,2351.1.1.1.3.5,,,,0,255.0
